date,state,Location Abbr,change_infection,positiveIncrease,positive,stay_at_home_order,mask_mandates,travel_restrictions,restaurant_limit
20200415,ID,Idaho,1.007570544,11,1464,1,0,1,0
20200414,ID,Idaho,1.018934081,27,1453,1,0,0,0
20200413,ID,Idaho,1.013503909,19,1426,1,0,0,0
20200412,ID,Idaho,1.007879656,11,1407,1,0,0,0
20200411,ID,Idaho,1.031781227,43,1396,1,0,0,0
20200410,ID,Idaho,1.098214286,121,1353,1,0,0,0
20200409,ID,Idaho,1.018181818,22,1232,1,0,0,0
20200408,ID,Idaho,1.034188034,40,1210,1,0,0,0
20200407,ID,Idaho,1.0626703,69,1170,1,0,0,0
20200406,ID,Idaho,1.022284123,24,1101,1,0,0,0
20200405,ID,Idaho,1.063178677,64,1077,1,0,0,0
20200404,ID,Idaho,1.136924804,122,1013,1,0,0,0
20200403,ID,Idaho,1.331838565,222,891,1,0,0,0
20200402,ID,Idaho,1.274285714,144,669,1,0,0,0
20200401,ID,Idaho,1.265060241,110,525,1,0,0,0
20200331,ID,Idaho,1.338709677,105,415,1,0,0,0
20200330,ID,Idaho,1.187739464,49,310,1,0,0,0
20200329,ID,Idaho,1.134782609,31,261,1,0,0,0
20200328,ID,Idaho,1.216931217,41,230,1,0,0,0
20200327,ID,Idaho,1.536585366,66,189,1,0,0,0
20200326,ID,Idaho,1.684931507,50,123,1,0,0,0
20200325,ID,Idaho,1.46,23,73,1,0,0,0
20200324,ID,Idaho,1.063829787,3,50,0,0,0,0
20200323,ID,Idaho,1.119047619,5,47,0,0,0,0
20200322,ID,Idaho,1.35483871,11,42,0,0,0,0
20200321,ID,Idaho,1.347826087,8,31,0,0,0,0
20200320,ID,Idaho,2.090909091,12,23,0,0,0,0
20200319,ID,Idaho,1.222222222,2,11,0,0,0,0
20200318,ID,Idaho,1.285714286,2,9,0,0,0,0
20200317,ID,Idaho,1.4,2,7,0,0,0,0
20200316,ID,Idaho,1,0,5,0,0,0,0
20200315,ID,Idaho,2.5,3,5,0,0,0,0
20200314,ID,Idaho,,2,2,0,0,0,0
20200604,IL,Illinois,1.007502221,929,124759,0,1,0,0
20200603,IL,Illinois,1.007993618,982,123830,0,1,0,1
20200602,IL,Illinois,1.013313097,1614,122848,0,1,0,1
20200601,IL,Illinois,1.008099119,974,121234,0,1,0,1
20200531,IL,Illinois,1.011293591,1343,120260,0,1,0,1
20200530,IL,Illinois,1.01244732,1462,118917,1,1,0,1
20200529,IL,Illinois,1.014002918,1622,117455,1,1,0,1
20200528,IL,Illinois,1.013358879,1527,115833,1,1,0,1
20200527,IL,Illinois,1.009814921,1111,114306,1,1,0,1
20200526,IL,Illinois,1.010516261,1178,113195,1,1,0,1
20200525,IL,Illinois,1.015529809,1713,112017,1,1,0,1
20200524,IL,Illinois,1.023266169,2508,110304,1,1,0,1
20200523,IL,Illinois,1.022305679,2352,107796,1,1,0,1
20200522,IL,Illinois,1.026858579,2758,105444,1,1,0,1
20200521,IL,Illinois,1.022585592,2268,102686,1,1,0,1
20200520,IL,Illinois,1.02435989,2388,100418,1,1,0,1
20200519,IL,Illinois,1.016012852,1545,98030,1,1,0,1
20200518,IL,Illinois,1.024354769,2294,96485,1,1,0,1
20200517,IL,Illinois,1.018754664,1734,94191,1,1,0,1
20200516,IL,Illinois,1.023105268,2088,92457,1,1,0,1
20200515,IL,Illinois,1.027656163,2432,90369,1,1,0,1
20200514,IL,Illinois,1.038241753,3239,87937,1,1,0,1
20200513,IL,Illinois,1.020199709,1677,84698,1,1,0,1
20200512,IL,Illinois,1.050805625,4014,83021,1,1,0,1
20200511,IL,Illinois,1.016284843,1266,79007,1,1,0,1
20200510,IL,Illinois,1.021765131,1656,77741,1,1,0,1
20200509,IL,Illinois,1.03152115,2325,76085,1,1,0,1
20200508,IL,Illinois,1.040734836,2887,73760,1,1,0,1
20200507,IL,Illinois,1.038706179,2641,70873,1,1,0,1
20200506,IL,Illinois,1.034413753,2270,68232,1,1,0,1
20200505,IL,Illinois,1.033239348,2122,65962,1,1,0,1
20200504,IL,Illinois,1.03806566,2341,63840,1,1,0,1
20200503,IL,Illinois,1.051175113,2994,61499,1,1,0,1
20200502,IL,Illinois,1.043707073,2450,58505,1,1,0,1
20200501,IL,Illinois,1.059280396,3137,56055,1,1,0,1
20200430,IL,Illinois,1.05089862,2563,52918,1,1,0,1
20200429,IL,Illinois,1.046837969,2253,50355,1,0,0,1
20200428,IL,Illinois,1.048362138,2219,48102,1,0,0,1
20200427,IL,Illinois,1.045099424,1980,45883,1,0,0,1
20200426,IL,Illinois,1.050889245,2126,43903,1,0,0,1
20200425,IL,Illinois,1.053431842,2119,41777,1,0,0,1
20200424,IL,Illinois,1.073753181,2724,39658,1,0,0,1
20200423,IL,Illinois,1.052010938,1826,36934,1,0,0,1
20200422,IL,Illinois,1.061980096,2049,35108,1,0,0,1
20200421,IL,Illinois,1.049225594,1551,33059,1,0,0,1
20200420,IL,Illinois,1.037915473,1151,31508,1,0,0,1
20200419,IL,Illinois,1.041049383,1197,30357,1,0,0,1
20200418,IL,Illinois,1.057479601,1585,29160,1,0,0,1
20200417,IL,Illinois,1.071581238,1842,27575,1,0,0,1
20200416,IL,Illinois,1.046354654,1140,25733,1,0,0,1
20200415,IL,Illinois,1.057899944,1346,24593,1,0,0,1
20200414,IL,Illinois,1.055482406,1222,23247,1,0,0,1
20200413,IL,Illinois,1.056253597,1173,22025,1,0,0,1
20200412,IL,Illinois,1.08717414,1672,20852,1,0,0,1
20200411,IL,Illinois,1.072287136,1293,19180,1,0,0,1
20200410,IL,Illinois,1.089209597,1465,17887,1,0,0,1
20200409,IL,Illinois,1.08913649,1344,16422,1,0,0,1
20200408,IL,Illinois,1.112849657,1529,15078,1,0,0,1
20200407,IL,Illinois,1.104958408,1287,13549,1,0,0,1
20200406,IL,Illinois,1.089374556,1006,12262,1,0,0,1
20200405,IL,Illinois,1.086801197,899,11256,1,0,0,1
20200404,IL,Illinois,1.163185085,1453,10357,1,0,0,1
20200403,IL,Illinois,1.15711501,1209,8904,1,0,0,1
20200402,IL,Illinois,1.10243553,715,7695,1,0,0,1
20200401,IL,Illinois,1.164497831,986,6980,1,0,0,1
20200331,IL,Illinois,1.18528772,937,5994,1,0,0,1
20200330,IL,Illinois,1.100304613,461,5057,1,0,0,1
20200329,IL,Illinois,1.316528215,1105,4596,1,0,0,1
20200328,IL,Illinois,1.153668209,465,3491,1,0,0,1
20200327,IL,Illinois,1.192277384,488,3026,1,0,0,1
20200326,IL,Illinois,1.360857909,673,2538,1,0,0,1
20200325,IL,Illinois,1.214983713,330,1865,1,0,0,1
20200324,IL,Illinois,1.20581304,262,1535,1,0,0,1
20200323,IL,Illinois,1.213536702,224,1273,1,0,0,1
20200322,IL,Illinois,1.39309429,296,1049,1,0,0,1
20200321,IL,Illinois,1.287179487,168,753,1,0,0,1
20200320,IL,Illinois,1.386255924,163,585,0,0,0,1
20200319,IL,Illinois,1.465277778,134,422,0,0,0,1
20200318,IL,Illinois,1.811320755,129,288,0,0,0,1
20200317,IL,Illinois,1.709677419,66,159,0,0,0,1
20200316,IL,Illinois,1.453125,29,93,0,0,0,1
20200315,IL,Illinois,1.391304348,18,64,0,0,0,0
20200314,IL,Illinois,1.4375,14,46,0,0,0,0
20200604,IN,Indiana,1.010752688,384,36096,0,0,0,0
20200603,IN,Indiana,1.013480149,475,35712,0,0,0,0
20200602,IN,Indiana,1.011685329,407,35237,0,0,0,0
20200601,IN,Indiana,1.007404408,256,34830,0,0,0,0
20200531,IN,Indiana,1.010610622,363,34574,0,0,0,0
20200530,IN,Indiana,1.019458847,653,34211,0,0,0,0
20200529,IN,Indiana,1.014817951,490,33558,0,0,0,0
20200528,IN,Indiana,1.019453094,631,33068,0,0,0,0
20200527,IN,Indiana,1.011191471,359,32437,0,0,0,0
20200526,IN,Indiana,1.011445688,363,32078,0,0,0,0
20200525,IN,Indiana,1.010804437,339,31715,0,0,0,0
20200524,IN,Indiana,1.015371671,475,31376,0,0,0,0
20200523,IN,Indiana,1.016179421,492,30901,0,0,0,0
20200522,IN,Indiana,1.015800374,473,30409,0,0,0,1
20200521,IN,Indiana,1.022613924,662,29936,0,0,0,1
20200520,IN,Indiana,1.019822331,569,29274,0,0,0,1
20200519,IN,Indiana,1.015926385,450,28705,0,0,0,1
20200518,IN,Indiana,1.017171863,477,28255,0,0,0,1
20200517,IN,Indiana,1.018255132,498,27778,0,0,0,1
20200516,IN,Indiana,1.023447758,625,27280,0,0,0,1
20200515,IN,Indiana,1.023106744,602,26655,0,0,0,1
20200514,IN,Indiana,1.022769207,580,26053,0,0,0,1
20200513,IN,Indiana,1.013770048,346,25473,0,0,0,1
20200512,IN,Indiana,1.02030292,500,25127,0,0,0,1
20200511,IN,Indiana,1.020765979,501,24627,0,0,0,1
20200510,IN,Indiana,1.016602056,394,24126,0,0,0,1
20200509,IN,Indiana,1.025317549,586,23732,0,0,0,1
20200508,IN,Indiana,1.028573968,643,23146,0,0,0,1
20200507,IN,Indiana,1.028943759,633,22503,0,0,0,1
20200506,IN,Indiana,1.039794608,837,21870,0,0,0,1
20200505,IN,Indiana,1.025649778,526,21033,0,0,0,1
20200504,IN,Indiana,1.028796468,574,20507,1,0,0,1
20200503,IN,Indiana,1.033065561,638,19933,1,0,0,1
20200502,IN,Indiana,1.035695115,665,19295,1,0,0,1
20200501,IN,Indiana,1.044575273,795,18630,1,0,0,1
20200430,IN,Indiana,1.038004889,653,17835,1,0,0,1
20200429,IN,Indiana,1.035809019,594,17182,1,0,0,1
20200428,IN,Indiana,1.039283253,627,16588,1,0,0,1
20200427,IN,Indiana,1.063216094,949,15961,1,0,0,1
20200426,IN,Indiana,1.042862105,617,15012,1,0,0,1
20200425,IN,Indiana,1.052266082,715,14395,1,0,0,1
20200424,IN,Indiana,1.049160212,641,13680,1,0,0,1
20200423,IN,Indiana,1.048319666,601,13039,1,0,0,1
20200422,IN,Indiana,1.028188807,341,12438,1,0,0,1
20200421,IN,Indiana,1.035170289,411,12097,1,0,0,1
20200420,IN,Indiana,1.042462087,476,11686,1,0,0,1
20200419,IN,Indiana,1.053472418,569,11210,1,0,0,1
20200418,IN,Indiana,1.047961395,487,10641,1,0,0,1
20200417,IN,Indiana,1.064137497,612,10154,1,0,0,1
20200416,IN,Indiana,1.065549972,587,9542,1,0,0,1
20200415,IN,Indiana,1.050193503,428,8955,1,0,0,1
20200414,IN,Indiana,1.035332686,291,8527,1,0,0,1
20200413,IN,Indiana,1.038849647,308,8236,1,0,0,1
20200412,IN,Indiana,1.066308003,493,7928,1,0,0,1
20200411,IN,Indiana,1.076444187,528,7435,1,0,0,1
20200410,IN,Indiana,1.087545268,556,6907,1,0,0,1
20200409,IN,Indiana,1.068652196,408,6351,1,0,0,1
20200408,IN,Indiana,1.079171963,436,5943,1,0,0,1
20200407,IN,Indiana,1.113875405,563,5507,1,0,0,1
20200406,IN,Indiana,1.120834278,533,4944,1,0,0,1
20200405,IN,Indiana,1.115861371,458,4411,1,0,0,1
20200404,IN,Indiana,1.150130928,516,3953,1,0,0,1
20200403,IN,Indiana,1.130964133,398,3437,1,0,0,1
20200402,IN,Indiana,1.184795322,474,3039,1,0,0,1
20200401,IN,Indiana,1.188050023,406,2565,1,0,0,1
20200331,IN,Indiana,1.208846585,373,2159,1,0,0,1
20200330,IN,Indiana,1.179656539,272,1786,1,0,0,1
20200329,IN,Indiana,1.228896104,282,1514,1,0,0,1
20200328,IN,Indiana,1.255861366,251,1232,1,0,0,1
20200327,IN,Indiana,1.520930233,336,981,1,0,0,1
20200326,IN,Indiana,1.352201258,168,645,1,0,0,1
20200325,IN,Indiana,1.306849315,112,477,1,0,0,1
20200324,IN,Indiana,1.409266409,106,365,1,0,0,0
20200323,IN,Indiana,1.288557214,58,259,0,0,0,0
20200322,IN,Indiana,1.595238095,75,201,0,0,0,0
20200321,IN,Indiana,1.594936709,47,126,0,0,0,0
20200320,IN,Indiana,1.410714286,23,79,0,0,0,0
20200319,IN,Indiana,1.435897436,17,56,0,0,0,0
20200318,IN,Indiana,1.3,9,39,0,0,0,0
20200317,IN,Indiana,1.25,6,30,0,0,0,0
20200316,IN,Indiana,1.263157895,5,24,0,0,0,0
20200315,IN,Indiana,1.266666667,4,19,0,0,0,0
20200314,IN,Indiana,1.25,3,15,0,0,0,0
20200604,KS,Kansas,1,0,10170,0,0,1,0
20200603,KS,Kansas,1.015882529,159,10170,0,0,1,0
20200602,KS,Kansas,1,0,10011,0,0,1,0
20200601,KS,Kansas,1.030044243,292,10011,0,0,1,0
20200531,KS,Kansas,1,0,9719,0,0,1,0
20200530,KS,Kansas,1,0,9719,0,0,1,0
20200529,KS,Kansas,1.040912499,382,9719,0,0,1,0
20200528,KS,Kansas,1,0,9337,0,0,1,0
20200527,KS,Kansas,1.012909525,119,9337,0,0,1,0
20200526,KS,Kansas,1,0,9218,0,0,1,0
20200525,KS,Kansas,1.029024336,260,9218,0,0,1,0
20200524,KS,Kansas,1,0,8958,0,0,1,0
20200523,KS,Kansas,1,0,8958,0,0,1,0
20200522,KS,Kansas,1.049068978,419,8958,0,0,1,0
20200521,KS,Kansas,1,0,8539,0,0,1,0
20200520,KS,Kansas,1.023860911,199,8539,0,0,1,0
20200519,KS,Kansas,1,0,8340,0,0,1,0
20200518,KS,Kansas,1.057570378,454,8340,0,0,1,0
20200517,KS,Kansas,1,0,7886,0,0,1,0
20200516,KS,Kansas,1,0,7886,0,0,1,0
20200515,KS,Kansas,1.055972148,418,7886,0,0,1,1
20200514,KS,Kansas,1,0,7468,0,0,1,1
20200513,KS,Kansas,1.049465992,352,7468,0,0,1,1
20200512,KS,Kansas,1,0,7116,0,0,1,1
20200511,KS,Kansas,1.02417962,168,7116,0,0,1,1
20200510,KS,Kansas,1.029180862,197,6948,0,0,1,1
20200509,KS,Kansas,1.038455622,250,6751,0,0,1,1
20200508,KS,Kansas,1.058105469,357,6501,0,0,1,1
20200507,KS,Kansas,1.071503314,410,6144,0,0,1,1
20200506,KS,Kansas,1.050567974,276,5734,0,0,1,1
20200505,KS,Kansas,1.040610105,213,5458,0,0,1,1
20200504,KS,Kansas,1.042743539,215,5245,0,0,1,1
20200503,KS,Kansas,1.059839865,284,5030,1,0,1,1
20200502,KS,Kansas,1.066756575,297,4746,1,0,1,1
20200501,KS,Kansas,1.049787636,211,4449,1,0,1,1
20200430,KS,Kansas,1.13376137,500,4238,1,0,1,1
20200429,KS,Kansas,1.070753366,247,3738,1,0,1,1
20200428,KS,Kansas,1.048978365,163,3491,1,0,1,1
20200427,KS,Kansas,1.048519219,154,3328,1,0,1,1
20200426,KS,Kansas,1.038612565,118,3174,1,0,1,1
20200425,KS,Kansas,1.100468131,279,3056,1,0,1,1
20200424,KS,Kansas,1.118855761,295,2777,1,0,1,1
20200423,KS,Kansas,1.122568973,271,2482,1,0,1,1
20200422,KS,Kansas,1.091851852,186,2211,1,0,1,1
20200421,KS,Kansas,1.019637462,39,2025,1,0,1,1
20200420,KS,Kansas,1.074094105,137,1986,1,0,1,1
20200419,KS,Kansas,1.032960894,59,1849,1,0,1,1
20200418,KS,Kansas,1.049853372,85,1790,1,0,1,1
20200417,KS,Kansas,1.073677582,117,1705,1,0,1,1
20200416,KS,Kansas,1.06291834,94,1588,1,0,1,1
20200415,KS,Kansas,1.047685835,68,1494,1,0,1,1
20200414,KS,Kansas,1.036337209,50,1426,1,0,1,1
20200413,KS,Kansas,1.029169783,39,1376,1,0,1,1
20200412,KS,Kansas,1.054416404,69,1337,1,0,1,1
20200411,KS,Kansas,1.087478559,102,1268,1,0,1,1
20200410,KS,Kansas,1.054249548,60,1166,1,0,1,1
20200409,KS,Kansas,1.057361377,60,1106,1,0,1,1
20200408,KS,Kansas,1.162222222,146,1046,1,0,1,1
20200407,KS,Kansas,1.065088757,55,900,1,0,1,1
20200406,KS,Kansas,1.131191432,98,845,1,0,1,1
20200405,KS,Kansas,1.070200573,49,747,1,0,1,1
20200404,KS,Kansas,1.125806452,78,698,1,0,1,1
20200403,KS,Kansas,1.123188406,68,620,1,0,1,1
20200402,KS,Kansas,1.145228216,70,552,1,0,1,1
20200401,KS,Kansas,1.126168224,54,482,1,0,1,1
20200331,KS,Kansas,1.163043478,60,428,1,0,1,1
20200330,KS,Kansas,1.153605016,49,368,1,0,1,1
20200329,KS,Kansas,1.222222222,58,319,0,0,1,1
20200328,KS,Kansas,1.292079208,59,261,0,0,1,1
20200327,KS,Kansas,1.202380952,34,202,0,0,1,0
20200326,KS,Kansas,1.333333333,42,168,0,0,1,0
20200325,KS,Kansas,1.285714286,28,126,0,0,1,0
20200324,KS,Kansas,1.195121951,16,98,0,0,1,0
20200323,KS,Kansas,1.28125,18,82,0,0,1,0
20200322,KS,Kansas,1.163636364,9,64,0,0,1,0
20200321,KS,Kansas,1.25,11,55,0,0,1,0
20200320,KS,Kansas,1.294117647,10,44,0,0,1,0
20200319,KS,Kansas,2.125,18,34,0,0,1,0
20200318,KS,Kansas,1.066666667,1,16,0,0,1,0
20200317,KS,Kansas,1.363636364,4,15,0,0,0,0
20200316,KS,Kansas,1.375,3,11,0,0,0,0
20200315,KS,Kansas,1.333333333,2,8,0,0,0,0
20200314,KS,Kansas,1,0,6,0,0,0,0
20200604,KY,Kentucky,1.028338136,295,10705,1,0,0,0
20200603,KY,Kentucky,1.022091311,225,10410,1,0,0,0
20200602,KY,Kentucky,1.013836353,139,10185,1,0,0,0
20200601,KY,Kentucky,1.035243199,342,10046,1,0,0,0
20200531,KY,Kentucky,1.025359256,240,9704,1,0,0,0
20200530,KY,Kentucky,1.030487805,280,9464,1,0,0,0
20200529,KY,Kentucky,1.011788036,107,9184,1,0,0,0
20200528,KY,Kentucky,1,0,9077,1,0,0,0
20200527,KY,Kentucky,1.059036285,506,9077,1,0,0,0
20200526,KY,Kentucky,1,0,8571,1,0,0,0
20200525,KY,Kentucky,1,0,8571,1,0,0,0
20200524,KY,Kentucky,1.01720864,145,8571,1,0,0,0
20200523,KY,Kentucky,1.016895969,140,8426,1,0,0,0
20200522,KY,Kentucky,1.014570834,119,8286,1,0,0,1
20200521,KY,Kentucky,1.012145247,98,8167,1,0,0,1
20200520,KY,Kentucky,1,0,8069,1,0,0,1
20200519,KY,Kentucky,1.049557752,381,8069,1,0,0,1
20200518,KY,Kentucky,1,0,7688,1,0,0,1
20200517,KY,Kentucky,1.032778076,244,7688,1,0,0,1
20200516,KY,Kentucky,1.030311419,219,7444,1,0,0,1
20200515,KY,Kentucky,1.020480226,145,7225,1,0,0,1
20200514,KY,Kentucky,1.033124179,227,7080,1,0,0,1
20200513,KY,Kentucky,1.026359143,176,6853,1,0,0,1
20200512,KY,Kentucky,1.036801242,237,6677,1,0,0,1
20200511,KY,Kentucky,1,0,6440,1,0,0,1
20200510,KY,Kentucky,1.024173028,152,6440,1,0,0,1
20200509,KY,Kentucky,1.025942242,159,6288,1,0,0,1
20200508,KY,Kentucky,1.032861476,195,6129,1,0,0,1
20200507,KY,Kentucky,1.019237375,112,5934,1,0,0,1
20200506,KY,Kentucky,1.110009533,577,5822,1,0,1,1
20200505,KY,Kentucky,1.022417154,115,5245,1,0,1,1
20200504,KY,Kentucky,1.051444968,251,5130,1,0,1,1
20200503,KY,Kentucky,1,0,4879,1,0,1,1
20200502,KY,Kentucky,1.036321155,171,4879,1,0,1,1
20200501,KY,Kentucky,1.037232871,169,4708,1,0,1,1
20200430,KY,Kentucky,1.037485714,164,4539,1,0,1,1
20200429,KY,Kentucky,1.05523396,229,4375,1,0,1,1
20200428,KY,Kentucky,1.017673049,72,4146,1,0,1,1
20200427,KY,Kentucky,1.043277849,169,4074,1,0,1,1
20200426,KY,Kentucky,1.033342154,126,3905,1,0,1,1
20200425,KY,Kentucky,1.085607584,298,3779,1,0,1,1
20200424,KY,Kentucky,1.032018974,108,3481,1,0,1,1
20200423,KY,Kentucky,1.056704261,181,3373,1,0,1,1
20200422,KY,Kentucky,1.046557377,142,3192,1,0,1,1
20200421,KY,Kentucky,1.030405405,90,3050,1,0,1,1
20200420,KY,Kentucky,1.093461396,253,2960,1,0,1,1
20200419,KY,Kentucky,1.073354481,185,2707,1,0,1,1
20200418,KY,Kentucky,1.038287361,93,2522,1,0,1,1
20200417,KY,Kentucky,1.060235705,138,2429,1,0,1,1
20200416,KY,Kentucky,1.036651584,81,2291,1,0,1,1
20200415,KY,Kentucky,1.079101563,162,2210,1,0,1,1
20200414,KY,Kentucky,1.04330107,85,2048,1,0,1,1
20200413,KY,Kentucky,1.066847826,123,1963,1,0,1,1
20200412,KY,Kentucky,1.086828116,147,1840,1,0,1,1
20200411,KY,Kentucky,1,0,1693,1,0,1,1
20200410,KY,Kentucky,1.257800892,347,1693,1,0,1,1
20200409,KY,Kentucky,1.171453438,197,1346,1,0,1,1
20200408,KY,Kentucky,1.139880952,141,1149,1,0,1,1
20200407,KY,Kentucky,1.055497382,53,1008,1,0,1,1
20200406,KY,Kentucky,1.041439477,38,955,1,0,1,1
20200405,KY,Kentucky,1.103489771,86,917,1,0,1,1
20200404,KY,Kentucky,1.079220779,61,831,1,0,1,1
20200403,KY,Kentucky,1.132352941,90,770,1,0,1,1
20200402,KY,Kentucky,1.150592217,89,680,1,0,1,1
20200401,KY,Kentucky,1.23125,111,591,1,0,1,1
20200331,KY,Kentucky,1.093394077,41,480,1,0,1,1
20200330,KY,Kentucky,1.114213198,45,439,1,0,1,1
20200329,KY,Kentucky,1.304635762,92,394,1,0,0,1
20200328,KY,Kentucky,1.217741935,54,302,1,0,0,1
20200327,KY,Kentucky,1.252525253,50,248,1,0,0,1
20200326,KY,Kentucky,1.261146497,41,198,1,0,0,1
20200325,KY,Kentucky,1.266129032,33,157,0,0,0,1
20200324,KY,Kentucky,1.192307692,20,124,0,0,0,1
20200323,KY,Kentucky,1.050505051,5,104,0,0,0,1
20200322,KY,Kentucky,1.833333333,45,99,0,0,0,1
20200321,KY,Kentucky,1.14893617,7,54,0,0,0,1
20200320,KY,Kentucky,1.342857143,12,47,0,0,0,1
20200319,KY,Kentucky,1.346153846,9,35,0,0,0,1
20200318,KY,Kentucky,1.181818182,4,26,0,0,0,1
20200317,KY,Kentucky,1.047619048,1,22,0,0,0,1
20200316,KY,Kentucky,1.3125,5,21,0,0,0,1
20200315,KY,Kentucky,1.142857143,2,16,0,0,0,0
20200314,KY,Kentucky,1.272727273,3,14,0,0,0,0
20200604,LA,Louisiana,1.010429582,429,41562,0,0,0,0
20200603,LA,Louisiana,1.009497865,387,41133,0,0,0,0
20200602,LA,Louisiana,1.010039414,405,40746,0,0,0,0
20200601,LA,Louisiana,1.010647359,425,40341,0,0,0,0
20200531,LA,Louisiana,1.008565581,339,39916,0,0,0,0
20200530,LA,Louisiana,1.019973197,775,39577,0,0,0,0
20200529,LA,Louisiana,1,0,38802,0,0,0,0
20200528,LA,Louisiana,1.007922695,305,38802,0,0,0,0
20200527,LA,Louisiana,1.011641352,443,38497,0,0,0,0
20200526,LA,Louisiana,1.006479939,245,38054,0,0,0,0
20200525,LA,Louisiana,1.01721865,640,37809,0,0,0,0
20200524,LA,Louisiana,1.003482721,129,37169,0,0,0,0
20200523,LA,Louisiana,1.003114421,115,37040,0,0,0,0
20200522,LA,Louisiana,1.011532983,421,36925,0,0,0,0
20200521,LA,Louisiana,1.033639144,1188,36504,0,0,0,0
20200520,LA,Louisiana,1.007934243,278,35316,0,0,0,0
20200519,LA,Louisiana,1.00947881,329,35038,0,0,0,0
20200518,LA,Louisiana,1.008044842,277,34709,0,0,0,0
20200517,LA,Louisiana,1.009232934,315,34432,0,0,0,0
20200516,LA,Louisiana,1.008274965,280,34117,0,0,0,0
20200515,LA,Louisiana,1.010391472,348,33837,0,0,0,0
20200514,LA,Louisiana,1.025319944,827,33489,1,0,0,1
20200513,LA,Louisiana,1.019095164,612,32662,1,0,0,1
20200512,LA,Louisiana,1.007386453,235,32050,1,0,0,1
20200511,LA,Louisiana,1.006803797,215,31815,1,0,0,1
20200510,LA,Louisiana,1.005824872,183,31600,1,0,0,1
20200509,LA,Louisiana,1.018214228,562,31417,1,0,0,1
20200508,LA,Louisiana,1.006622733,203,30855,1,0,0,1
20200507,LA,Louisiana,1.008322642,253,30652,1,0,0,1
20200506,LA,Louisiana,1.013435125,403,30399,1,0,0,1
20200505,LA,Louisiana,1.010885317,323,29996,1,0,0,1
20200504,LA,Louisiana,1.011349693,333,29673,1,0,0,1
20200503,LA,Louisiana,1.006863418,200,29340,1,0,0,1
20200502,LA,Louisiana,1.014942008,429,29140,1,0,0,1
20200501,LA,Louisiana,1.025356237,710,28711,1,0,0,1
20200430,LA,Louisiana,1.012328272,341,28001,1,0,0,1
20200429,LA,Louisiana,1.013706663,374,27660,1,0,0,1
20200428,LA,Louisiana,1.00805379,218,27286,1,0,0,1
20200427,LA,Louisiana,1.011018563,295,27068,1,0,0,1
20200426,LA,Louisiana,1.009844599,261,26773,1,0,0,1
20200425,LA,Louisiana,1.014231064,372,26512,1,0,0,1
20200424,LA,Louisiana,1.015579471,401,26140,1,0,0,1
20200423,LA,Louisiana,1.019043471,481,25739,1,0,0,1
20200422,LA,Louisiana,1.016254929,404,25258,1,0,0,1
20200421,LA,Louisiana,1.013497533,331,24854,1,0,0,1
20200420,LA,Louisiana,1.024866265,595,24523,1,0,0,1
20200419,LA,Louisiana,1.01475827,348,23928,1,0,0,1
20200418,LA,Louisiana,1.019984428,462,23580,1,0,0,1
20200417,LA,Louisiana,1.026007456,586,23118,1,0,0,1
20200416,LA,Louisiana,1.026468042,581,22532,1,0,0,1
20200415,LA,Louisiana,1.020122688,433,21951,1,0,0,1
20200414,LA,Louisiana,1.023886563,502,21518,1,0,0,1
20200413,LA,Louisiana,1.020441855,421,21016,1,0,0,1
20200412,LA,Louisiana,1.029029679,581,20595,1,0,0,1
20200411,LA,Louisiana,1.039526308,761,20014,1,0,0,1
20200410,LA,Louisiana,1.05305475,970,19253,1,0,0,1
20200409,LA,Louisiana,1.073576042,1253,18283,1,0,0,1
20200408,LA,Louisiana,1.04581184,746,17030,1,0,0,1
20200407,LA,Louisiana,1.095311764,1417,16284,1,0,0,1
20200406,LA,Louisiana,1.142736357,1857,14867,1,0,0,1
20200405,LA,Louisiana,1.041133163,514,13010,1,0,0,1
20200404,LA,Louisiana,1.213557347,2199,12496,1,0,0,1
20200403,LA,Louisiana,1.125355191,1147,10297,1,0,0,1
20200402,LA,Louisiana,1.424346202,2726,9150,1,0,0,1
20200401,LA,Louisiana,1.226656483,1187,6424,1,0,0,1
20200331,LA,Louisiana,1.301118012,1212,5237,1,0,0,1
20200330,LA,Louisiana,1.13700565,485,4025,1,0,0,1
20200329,LA,Louisiana,1.067873303,225,3540,1,0,0,1
20200328,LA,Louisiana,1.207210488,569,3315,1,0,0,1
20200327,LA,Louisiana,1.19132321,441,2746,1,0,0,1
20200326,LA,Louisiana,1.284122563,510,2305,1,0,0,1
20200325,LA,Louisiana,1.293227666,407,1795,1,0,0,1
20200324,LA,Louisiana,1.184300341,216,1388,1,0,0,1
20200323,LA,Louisiana,1.400238949,335,1172,1,0,0,1
20200322,LA,Louisiana,1.443103448,257,837,0,0,0,1
20200321,LA,Louisiana,1.226215645,107,580,0,0,0,1
20200320,LA,Louisiana,1.363112392,126,473,0,0,0,1
20200319,LA,Louisiana,1.445833333,107,347,0,0,0,1
20200318,LA,Louisiana,1.751824818,103,240,0,0,0,1
20200317,LA,Louisiana,1.191304348,22,137,0,0,0,1
20200316,LA,Louisiana,1.277777778,25,115,0,0,0,1
20200315,LA,Louisiana,1.764705882,39,90,0,0,0,0
20200314,LA,Louisiana,1.416666667,15,51,0,0,0,0
20200604,MA,Massachusetts,1.004636192,471,102063,0,1,1,1
